cluster	chicken_gene
Cluster-74103.0	ENSGALG00000009906
Cluster-74106.0	ENSGALG00000029008
Cluster-74109.0	ENSGALG00000025802
Cluster-74110.0	ENSGALG00000010304
Cluster-74113.0	ENSGALG00000002471
Cluster-74114.0	ENSGALG00000008908
Cluster-74115.0	ENSGALG00000023650
Cluster-74117.0	ENSGALG00000008381
Cluster-74119.0	ENSGALG00000006763
Cluster-74120.0	ENSGALG00000026591
Cluster-74121.0	ENSGALG00000002374
Cluster-74122.1	ENSGALG00000000771
Cluster-74123.0	ENSGALG00000009905
Cluster-74124.0	ENSGALG00000004630
Cluster-74126.0	ENSGALG00000014531
Cluster-74128.0	ENSGALG00000003490
Cluster-74130.0	ENSGALG00000004236
Cluster-74133.0	ENSGALG00000008575
Cluster-74134.0	ENSGALG00000002180
Cluster-74135.1	ENSGALG00000015458
Cluster-74138.1	ENSGALG00000008698
Cluster-74145.0	ENSGALG00000028470
Cluster-74146.0	ENSGALG00000001316
Cluster-74149.0	ENSGALG00000028401
Cluster-74150.0	ENSGALG00000002467
Cluster-74151.0	ENSGALG00000026095
Cluster-74163.0	ENSGALG00000007914
Cluster-74167.0	ENSGALG00000004059
Cluster-74169.0	ENSGALG00000027462
Cluster-74169.1	ENSGALG00000004833
Cluster-74170.0	ENSGALG00000011855
Cluster-74172.0	ENSGALG00000015026
Cluster-74172.1	ENSGALG00000015026
Cluster-74173.0	ENSGALG00000006454
Cluster-74175.0	ENSGALG00000010256
Cluster-74178.0	ENSGALG00000005820
Cluster-74181.0	ENSGALG00000020262
Cluster-74184.0	ENSGALG00000011649
Cluster-74186.0	ENSGALG00000011210
Cluster-74190.0	ENSGALG00000006818
Cluster-74193.0	ENSGALG00000004628
Cluster-74195.0	ENSGALG00000016044
Cluster-74195.2	ENSGALG00000016044
Cluster-74197.0	ENSGALG00000016902
Cluster-74197.1	ENSGALG00000016902
Cluster-74197.2	ENSGALG00000016902
Cluster-74198.0	ENSGALG00000007227
Cluster-74198.1	ENSGALG00000007227
Cluster-74200.0	ENSGALG00000014723
Cluster-74202.0	ENSGALG00000017414
Cluster-74204.0	ENSGALG00000017312
Cluster-74207.0	ENSGALG00000016330
Cluster-74208.0	ENSGALG00000018565
Cluster-74209.0	ENSGALG00000006483
Cluster-74210.0	ENSGALG00000007541
Cluster-74210.1	ENSGALG00000007541
Cluster-74216.0	ENSGALG00000008821
Cluster-74217.0	ENSGALG00000000013
Cluster-74221.0	ENSGALG00000008764
Cluster-74222.0	ENSGALG00000027907
Cluster-74224.0	ENSGALG00000007683
Cluster-74226.0	ENSGALG00000015224
Cluster-74229.0	ENSGALG00000004213
Cluster-74231.0	ENSGALG00000013383
Cluster-74236.0	ENSGALG00000011639
Cluster-74239.0	ENSGALG00000013286
Cluster-74242.0	ENSGALG00000021692
Cluster-74243.0	ENSGALG00000017125
Cluster-74244.0	ENSGALG00000008890
Cluster-74247.0	ENSGALG00000000364
Cluster-74247.1	ENSGALG00000000364
Cluster-74249.0	ENSGALG00000026147
Cluster-74253.0	ENSGALG00000003162
Cluster-74254.0	ENSGALG00000010787
Cluster-74257.0	ENSGALG00000009011
Cluster-74258.0	ENSGALG00000004960
Cluster-74261.0	ENSGALG00000025867
Cluster-74264.0	ENSGALG00000011709
Cluster-74267.0	ENSGALG00000009586
Cluster-74269.0	ENSGALG00000011357
Cluster-74271.0	ENSGALG00000026507
Cluster-74272.0	ENSGALG00000006405
Cluster-74275.0	ENSGALG00000010253
Cluster-74275.1	ENSGALG00000010253
Cluster-74276.0	ENSGALG00000012835
Cluster-74286.0	ENSGALG00000015575
Cluster-74288.0	ENSGALG00000027808
Cluster-74289.0	ENSGALG00000000183
Cluster-74294.0	ENSGALG00000009978
Cluster-74296.0	ENSGALG00000008696
Cluster-74298.0	ENSGALG00000007536
Cluster-74298.1	ENSGALG00000007536
Cluster-74301.0	ENSGALG00000001903
Cluster-74304.0	ENSGALG00000009854
Cluster-74305.0	ENSGALG00000010349
Cluster-74308.0	ENSGALG00000015626
Cluster-74309.0	ENSGALG00000011159
Cluster-7431.0	ENSGALG00000003860
Cluster-74311.0	ENSGALG00000007224
Cluster-74313.0	ENSGALG00000000966
Cluster-74314.0	ENSGALG00000016476
Cluster-74316.0	ENSGALG00000006841
Cluster-74317.0	ENSGALG00000008975
Cluster-74318.0	ENSGALG00000007689
Cluster-74328.0	ENSGALG00000010186
Cluster-74331.1	ENSGALG00000008844
Cluster-74333.0	ENSGALG00000021972
Cluster-74337.0	ENSGALG00000003929
Cluster-74338.0	ENSGALG00000011264
Cluster-74340.0	ENSGALG00000027143
Cluster-74344.0	ENSGALG00000018373
Cluster-74346.0	ENSGALG00000011200
Cluster-74347.0	ENSGALG00000011428
Cluster-74349.0	ENSGALG00000016500
Cluster-74353.0	ENSGALG00000002044
Cluster-74353.1	ENSGALG00000002044
Cluster-74354.0	ENSGALG00000003082
Cluster-74354.1	ENSGALG00000003082
Cluster-74358.0	ENSGALG00000011975
Cluster-74359.0	ENSGALG00000005188
Cluster-74362.0	ENSGALG00000006882
Cluster-74366.0	ENSGALG00000009018
Cluster-74368.0	ENSGALG00000017136
Cluster-74369.0	ENSGALG00000004569
Cluster-74372.0	ENSGALG00000003210
Cluster-74374.0	ENSGALG00000012550
Cluster-74376.0	ENSGALG00000029024
Cluster-74377.0	ENSGALG00000005422
Cluster-74380.0	ENSGALG00000008692
Cluster-74382.0	ENSGALG00000028664
Cluster-74383.0	ENSGALG00000013438
Cluster-74383.1	ENSGALG00000013438
Cluster-74385.0	ENSGALG00000012660
Cluster-74387.0	ENSGALG00000008006
Cluster-74389.0	ENSGALG00000011492
Cluster-74392.0	ENSGALG00000017178
Cluster-74393.0	ENSGALG00000005016
Cluster-74398.0	ENSGALG00000011997
Cluster-74401.0	ENSGALG00000012944
Cluster-74402.0	ENSGALG00000007677
Cluster-74404.0	ENSGALG00000016351
Cluster-74405.0	ENSGALG00000014648
Cluster-74406.0	ENSGALG00000007378
Cluster-74407.0	ENSGALG00000027456
Cluster-74409.0	ENSGALG00000012416
Cluster-7441.0	ENSGALG00000005085
Cluster-74410.0	ENSGALG00000005831
Cluster-74412.0	ENSGALG00000023898
Cluster-74417.0	ENSGALG00000010109
Cluster-74418.0	ENSGALG00000014673
Cluster-74419.0	ENSGALG00000011244
Cluster-74422.0	ENSGALG00000026315
Cluster-74423.0	ENSGALG00000000287
Cluster-74427.0	ENSGALG00000003113
Cluster-74428.0	ENSGALG00000028994
Cluster-74428.1	ENSGALG00000010750
Cluster-74430.0	ENSGALG00000006290
Cluster-74431.0	ENSGALG00000010163
Cluster-74434.0	ENSGALG00000006569
Cluster-74435.0	ENSGALG00000001797
Cluster-74436.0	ENSGALG00000014701
Cluster-74440.0	ENSGALG00000004508
Cluster-74441.1	ENSGALG00000005806
Cluster-74445.0	ENSGALG00000011288
Cluster-74447.0	ENSGALG00000027058
Cluster-74449.0	ENSGALG00000017134
Cluster-74450.0	ENSGALG00000002018
Cluster-74451.0	ENSGALG00000001925
Cluster-74452.0	ENSGALG00000010088
Cluster-74453.0	ENSGALG00000024400
Cluster-74455.0	ENSGALG00000001647
Cluster-74457.0	ENSGALG00000000189
Cluster-74458.0	ENSGALG00000008739
Cluster-74460.0	ENSGALG00000008479
Cluster-74468.0	ENSGALG00000006665
Cluster-74469.0	ENSGALG00000006101
Cluster-74470.0	ENSGALG00000012702
Cluster-74472.0	ENSGALG00000006376
Cluster-74474.0	ENSGALG00000008304
Cluster-74475.0	ENSGALG00000001226
Cluster-74478.0	ENSGALG00000010680
Cluster-74479.0	ENSGALG00000003160
Cluster-74480.0	ENSGALG00000026836
Cluster-74481.0	ENSGALG00000027204
Cluster-74482.0	ENSGALG00000005103
Cluster-74484.0	ENSGALG00000000742
Cluster-74485.0	ENSGALG00000008624
Cluster-74486.0	ENSGALG00000009790
Cluster-74488.0	ENSGALG00000022882
Cluster-74490.0	ENSGALG00000002001
Cluster-74491.0	ENSGALG00000005776
Cluster-74495.0	ENSGALG00000021242
Cluster-74497.0	ENSGALG00000015271
Cluster-74499.0	ENSGALG00000004355
Cluster-74501.0	ENSGALG00000015603
Cluster-74503.0	ENSGALG00000012525
Cluster-74504.0	ENSGALG00000010083
Cluster-74506.0	ENSGALG00000017006
Cluster-74510.0	ENSGALG00000000336
Cluster-74512.0	ENSGALG00000010905
Cluster-74514.0	ENSGALG00000026153
Cluster-74515.0	ENSGALG00000007467
Cluster-74518.0	ENSGALG00000008466
Cluster-74521.0	ENSGALG00000006473
Cluster-74522.0	ENSGALG00000001764
Cluster-74523.0	ENSGALG00000025818
Cluster-74524.0	ENSGALG00000021442
Cluster-74526.0	ENSGALG00000008604
Cluster-74526.1	ENSGALG00000008604
Cluster-74528.0	ENSGALG00000017283
Cluster-74531.0	ENSGALG00000024041
Cluster-74532.0	ENSGALG00000009583
Cluster-74534.0	ENSGALG00000009168
Cluster-74535.0	ENSGALG00000007465
Cluster-74535.1	ENSGALG00000021193
Cluster-74535.2	ENSGALG00000021193
Cluster-74535.3	ENSGALG00000021193
Cluster-74537.0	ENSGALG00000000934
Cluster-74539.0	ENSGALG00000014321
Cluster-74540.0	ENSGALG00000028726
Cluster-74542.0	ENSGALG00000009409
Cluster-74543.0	ENSGALG00000014365
Cluster-74544.0	ENSGALG00000007892
Cluster-74545.0	ENSGALG00000004671
Cluster-74552.0	ENSGALG00000008902
Cluster-74553.0	ENSGALG00000009016
Cluster-74554.0	ENSGALG00000003185
Cluster-74557.1	ENSGALG00000018597
Cluster-74558.0	ENSGALG00000024379
Cluster-74559.0	ENSGALG00000008445
Cluster-74560.0	ENSGALG00000027300
Cluster-74561.0	ENSGALG00000012938
Cluster-74564.0	ENSGALG00000028597
Cluster-74565.0	ENSGALG00000026280
Cluster-74570.0	ENSGALG00000003627
Cluster-74571.0	ENSGALG00000027241
Cluster-74577.0	ENSGALG00000011962
Cluster-74581.0	ENSGALG00000004440
Cluster-74582.0	ENSGALG00000012709
Cluster-74583.0	ENSGALG00000028866
Cluster-74584.0	ENSGALG00000004691
Cluster-74586.0	ENSGALG00000000438
Cluster-74590.0	ENSGALG00000025768
Cluster-74591.0	ENSGALG00000001043
Cluster-74592.0	ENSGALG00000015647
Cluster-74593.0	ENSGALG00000000723
Cluster-74593.1	ENSGALG00000000723
Cluster-74594.0	ENSGALG00000013824
Cluster-74595.0	ENSGALG00000006167
Cluster-74595.2	ENSGALG00000006167
Cluster-74596.0	ENSGALG00000018760
Cluster-74597.0	ENSGALG00000001981
Cluster-74598.0	ENSGALG00000016884
Cluster-74601.0	ENSGALG00000001270
Cluster-74602.0	ENSGALG00000009345
Cluster-74602.1	ENSGALG00000001283
Cluster-74603.0	ENSGALG00000006634
Cluster-74604.0	ENSGALG00000019759
Cluster-74606.0	ENSGALG00000023691
Cluster-74609.0	ENSGALG00000016053
Cluster-74610.0	ENSGALG00000015431
Cluster-74611.0	ENSGALG00000008671
Cluster-74612.0	ENSGALG00000012712
Cluster-74613.0	ENSGALG00000005126
Cluster-74616.0	ENSGALG00000012513
Cluster-74619.0	ENSGALG00000005619
Cluster-74622.0	ENSGALG00000027628
Cluster-74622.1	ENSGALG00000027628
Cluster-74625.0	ENSGALG00000009264
Cluster-74626.0	ENSGALG00000016217
Cluster-74627.0	ENSGALG00000007801
Cluster-74628.0	ENSGALG00000008059
Cluster-74629.0	ENSGALG00000028458
Cluster-74631.0	ENSGALG00000009626
Cluster-74634.0	ENSGALG00000005048
Cluster-74635.0	ENSGALG00000006842
Cluster-74637.1	ENSGALG00000004625
Cluster-74640.0	ENSGALG00000009246
Cluster-74641.0	ENSGALG00000011278
Cluster-74643.0	ENSGALG00000016708
Cluster-74647.0	ENSGALG00000005794
Cluster-74648.0	ENSGALG00000012586
Cluster-74649.0	ENSGALG00000000816
Cluster-74651.0	ENSGALG00000015313
Cluster-74652.0	ENSGALG00000008526
Cluster-74657.0	ENSGALG00000017282
Cluster-74658.0	ENSGALG00000003262
Cluster-74660.0	ENSGALG00000013981
Cluster-74660.2	ENSGALG00000013981
Cluster-74661.0	ENSGALG00000017627
Cluster-74663.1	ENSGALG00000016148
Cluster-74668.0	ENSGALG00000011656
Cluster-74673.0	ENSGALG00000016485
Cluster-74675.0	ENSGALG00000016421
Cluster-74675.1	ENSGALG00000016421
Cluster-74677.0	ENSGALG00000010836
Cluster-74678.0	ENSGALG00000004169
Cluster-74679.0	ENSGALG00000001775
Cluster-74680.0	ENSGALG00000003771
Cluster-74682.0	ENSGALG00000003577
Cluster-74683.0	ENSGALG00000013765
Cluster-74684.0	ENSGALG00000010612
Cluster-74688.0	ENSGALG00000016965
Cluster-74688.1	ENSGALG00000016965
Cluster-74689.0	ENSGALG00000000275
Cluster-74693.0	ENSGALG00000024480
Cluster-74694.0	ENSGALG00000001827
Cluster-74695.0	ENSGALG00000008407
Cluster-74695.1	ENSGALG00000026387
Cluster-74697.0	ENSGALG00000010000
Cluster-7470.0	ENSGALG00000009973
Cluster-74701.0	ENSGALG00000002840
Cluster-74707.0	ENSGALG00000005161
Cluster-74709.0	ENSGALG00000004203
Cluster-74714.0	ENSGALG00000006695
Cluster-74715.0	ENSGALG00000000390
Cluster-74716.0	ENSGALG00000016815
Cluster-74716.1	ENSGALG00000016815
Cluster-74716.2	ENSGALG00000016815
Cluster-74718.0	ENSGALG00000011355
Cluster-74719.0	ENSGALG00000004625
Cluster-74721.0	ENSGALG00000003767
Cluster-74724.0	ENSGALG00000003498
Cluster-74725.0	ENSGALG00000022440
Cluster-74727.0	ENSGALG00000023626
Cluster-74728.1	ENSGALG00000011619
Cluster-74731.0	ENSGALG00000015414
Cluster-74733.0	ENSGALG00000028170
Cluster-74733.1	ENSGALG00000006908
Cluster-74734.0	ENSGALG00000029052
Cluster-74735.0	ENSGALG00000013464
Cluster-74736.0	ENSGALG00000008297
Cluster-74739.0	ENSGALG00000011720
Cluster-74740.0	ENSGALG00000014881
Cluster-74740.1	ENSGALG00000014881
Cluster-74741.0	ENSGALG00000009738
Cluster-74742.0	ENSGALG00000013145
Cluster-74743.0	ENSGALG00000014150
Cluster-74746.0	ENSGALG00000011903
Cluster-74747.0	ENSGALG00000009754
Cluster-74748.0	ENSGALG00000006427
Cluster-74749.0	ENSGALG00000005815
Cluster-74750.0	ENSGALG00000002504
Cluster-74751.0	ENSGALG00000008337
Cluster-74753.0	ENSGALG00000000129
Cluster-74754.0	ENSGALG00000010471
Cluster-74755.0	ENSGALG00000016223
Cluster-74756.0	ENSGALG00000000402
Cluster-74756.1	ENSGALG00000014846
Cluster-74757.0	ENSGALG00000004850
Cluster-74758.0	ENSGALG00000006929
Cluster-74759.0	ENSGALG00000004152
Cluster-74761.0	ENSGALG00000004464
Cluster-74762.0	ENSGALG00000008165
Cluster-74763.1	ENSGALG00000016504
Cluster-74765.0	ENSGALG00000000244
Cluster-74766.0	ENSGALG00000011590
Cluster-74768.0	ENSGALG00000024128
Cluster-74769.0	ENSGALG00000000652
Cluster-74771.0	ENSGALG00000001501
Cluster-74772.0	ENSGALG00000010616
Cluster-74776.0	ENSGALG00000013736
Cluster-74776.1	ENSGALG00000008587
Cluster-74779.0	ENSGALG00000027723
Cluster-74781.0	ENSGALG00000016200
Cluster-74784.0	ENSGALG00000017101
Cluster-74784.2	ENSGALG00000017101
Cluster-74785.0	ENSGALG00000008950
Cluster-74786.0	ENSGALG00000025764
Cluster-74788.0	ENSGALG00000009569
Cluster-74789.0	ENSGALG00000004161
Cluster-74792.0	ENSGALG00000011497
Cluster-74792.1	ENSGALG00000011497
Cluster-74794.0	ENSGALG00000011138
Cluster-74796.0	ENSGALG00000008060
Cluster-74797.0	ENSGALG00000014771
Cluster-74798.0	ENSGALG00000026460
Cluster-74802.0	ENSGALG00000007819
Cluster-74804.0	ENSGALG00000006126
Cluster-74806.0	ENSGALG00000019317
Cluster-74807.0	ENSGALG00000013295
Cluster-74808.0	ENSGALG00000008041
Cluster-74808.1	ENSGALG00000008041
Cluster-74809.0	ENSGALG00000012618
Cluster-74809.1	ENSGALG00000012618
Cluster-74812.0	ENSGALG00000004626
Cluster-74814.0	ENSGALG00000015980
Cluster-74817.0	ENSGALG00000013893
Cluster-74819.0	ENSGALG00000005624
Cluster-74822.0	ENSGALG00000028898
Cluster-74825.0	ENSGALG00000004511
Cluster-74828.0	ENSGALG00000011318
Cluster-74831.0	ENSGALG00000027842
Cluster-74832.0	ENSGALG00000006514
Cluster-74833.0	ENSGALG00000003977
Cluster-74834.0	ENSGALG00000003793
Cluster-74836.0	ENSGALG00000013649
Cluster-74836.1	ENSGALG00000013649
Cluster-74839.0	ENSGALG00000002125
Cluster-74842.0	ENSGALG00000011744
Cluster-74843.0	ENSGALG00000017092
Cluster-74843.1	ENSGALG00000017092
Cluster-74844.0	ENSGALG00000007779
Cluster-74846.0	ENSGALG00000008188
Cluster-74848.0	ENSGALG00000011436
Cluster-74849.0	ENSGALG00000012525
Cluster-7485.0	ENSGALG00000013535
Cluster-74853.0	ENSGALG00000020376
Cluster-74855.0	ENSGALG00000016478
Cluster-74856.0	ENSGALG00000000795
Cluster-74857.0	ENSGALG00000006558
Cluster-74858.0	ENSGALG00000003195
Cluster-74858.1	ENSGALG00000003195
Cluster-74859.0	ENSGALG00000028304
Cluster-74860.0	ENSGALG00000010413
Cluster-74865.0	ENSGALG00000010567
Cluster-74866.0	ENSGALG00000001998
Cluster-74867.0	ENSGALG00000003273
Cluster-74868.0	ENSGALG00000012532
Cluster-74871.0	ENSGALG00000012142
Cluster-74874.0	ENSGALG00000013616
Cluster-74877.0	ENSGALG00000004870
Cluster-74880.0	ENSGALG00000026498
Cluster-74884.0	ENSGALG00000004146
Cluster-74886.0	ENSGALG00000002844
Cluster-74887.0	ENSGALG00000001870
Cluster-74887.1	ENSGALG00000001870
Cluster-74890.0	ENSGALG00000012345
Cluster-74891.0	ENSGALG00000027258
Cluster-74892.0	ENSGALG00000011200
Cluster-74895.0	ENSGALG00000027188
Cluster-74896.0	ENSGALG00000007767
Cluster-74897.0	ENSGALG00000005159
Cluster-74898.0	ENSGALG00000001506
Cluster-74899.0	ENSGALG00000002859
Cluster-7490.0	ENSGALG00000007335
Cluster-74903.0	ENSGALG00000026598
Cluster-74904.0	ENSGALG00000007970
Cluster-74906.0	ENSGALG00000022019
Cluster-74908.0	ENSGALG00000027734
Cluster-74909.0	ENSGALG00000017016
Cluster-74910.0	ENSGALG00000010774
Cluster-74914.0	ENSGALG00000004171
Cluster-74915.0	ENSGALG00000026965
Cluster-74917.0	ENSGALG00000010580
Cluster-74919.1	ENSGALG00000007636
Cluster-74921.0	ENSGALG00000009579
Cluster-74922.0	ENSGALG00000012489
Cluster-74922.1	ENSGALG00000012489
Cluster-74923.0	ENSGALG00000014789
Cluster-74924.0	ENSGALG00000026053
Cluster-74926.0	ENSGALG00000000541
Cluster-74928.0	ENSGALG00000012570
Cluster-74929.1	ENSGALG00000014274
Cluster-74934.0	ENSGALG00000027027
Cluster-74935.0	ENSGALG00000015907
Cluster-74936.0	ENSGALG00000015410
Cluster-74936.1	ENSGALG00000015410
Cluster-74937.0	ENSGALG00000000944
Cluster-74939.0	ENSGALG00000014103
Cluster-74942.0	ENSGALG00000001860
Cluster-74944.0	ENSGALG00000003790
Cluster-74945.0	ENSGALG00000012993
Cluster-74946.0	ENSGALG00000010034
Cluster-74948.0	ENSGALG00000020729
Cluster-74948.1	ENSGALG00000020729
Cluster-74950.0	ENSGALG00000001472
Cluster-74955.0	ENSGALG00000011898
Cluster-74960.0	ENSGALG00000015399
Cluster-74965.0	ENSGALG00000005888
Cluster-74967.0	ENSGALG00000007976
Cluster-74968.0	ENSGALG00000026133
Cluster-74969.0	ENSGALG00000009752
Cluster-74971.0	ENSGALG00000002683
Cluster-74972.0	ENSGALG00000004291
Cluster-74975.0	ENSGALG00000007473
Cluster-74979.0	ENSGALG00000013313
Cluster-74980.0	ENSGALG00000009627
Cluster-74983.0	ENSGALG00000006766
Cluster-74984.0	ENSGALG00000015340
Cluster-74986.0	ENSGALG00000003246
Cluster-74987.0	ENSGALG00000004509
Cluster-74988.0	ENSGALG00000021285
Cluster-7499.0	ENSGALG00000026498
Cluster-74991.0	ENSGALG00000004283
Cluster-74993.0	ENSGALG00000000311
Cluster-74994.0	ENSGALG00000005786
Cluster-75000.0	ENSGALG00000002219
Cluster-75000.1	ENSGALG00000011908
Cluster-75002.0	ENSGALG00000008326
Cluster-75005.0	ENSGALG00000018828
Cluster-75006.0	ENSGALG00000020747
Cluster-75007.0	ENSGALG00000004046
Cluster-75008.0	ENSGALG00000019468
Cluster-75009.0	ENSGALG00000010939
Cluster-7501.0	ENSGALG00000017034
Cluster-75011.0	ENSGALG00000004509
Cluster-75012.0	ENSGALG00000010886
Cluster-75013.0	ENSGALG00000014973
Cluster-75014.0	ENSGALG00000001000
Cluster-75017.0	ENSGALG00000027737
Cluster-75017.1	ENSGALG00000027737
Cluster-75020.0	ENSGALG00000004562
Cluster-75026.0	ENSGALG00000009321
Cluster-75028.0	ENSGALG00000004324
Cluster-75029.0	ENSGALG00000013247
Cluster-75030.0	ENSGALG00000026326
Cluster-75034.0	ENSGALG00000004291
Cluster-75035.0	ENSGALG00000004055
Cluster-75036.0	ENSGALG00000002143
Cluster-75037.0	ENSGALG00000003931
Cluster-75038.0	ENSGALG00000016419
Cluster-75040.0	ENSGALG00000026661
Cluster-75041.0	ENSGALG00000005145
Cluster-75041.1	ENSGALG00000005145
Cluster-75043.0	ENSGALG00000006016
Cluster-75045.0	ENSGALG00000027991
Cluster-75046.0	ENSGALG00000016635
Cluster-75050.0	ENSGALG00000004850
Cluster-75052.0	ENSGALG00000005377
Cluster-75052.1	ENSGALG00000001957
Cluster-75055.0	ENSGALG00000012569
Cluster-75055.1	ENSGALG00000012569
Cluster-75056.0	ENSGALG00000017023
Cluster-75057.0	ENSGALG00000000276
Cluster-75058.0	ENSGALG00000027954
Cluster-75059.0	ENSGALG00000006382
Cluster-75060.0	ENSGALG00000011339
Cluster-75063.0	ENSGALG00000026183
Cluster-75065.0	ENSGALG00000027635
Cluster-75067.0	ENSGALG00000003071
Cluster-75068.0	ENSGALG00000001113
Cluster-75070.0	ENSGALG00000017012
Cluster-75072.0	ENSGALG00000007630
Cluster-75075.0	ENSGALG00000006526
Cluster-75076.0	ENSGALG00000010258
Cluster-75078.0	ENSGALG00000009076
Cluster-75079.0	ENSGALG00000011890
Cluster-75080.0	ENSGALG00000003948
Cluster-75081.0	ENSGALG00000014459
Cluster-75082.0	ENSGALG00000004186
Cluster-75083.0	ENSGALG00000003522
Cluster-75084.0	ENSGALG00000015938
Cluster-75089.0	ENSGALG00000002540
Cluster-75090.1	ENSGALG00000009104
Cluster-75096.0	ENSGALG00000027418
Cluster-75100.0	ENSGALG00000011548
Cluster-75102.0	ENSGALG00000016851
Cluster-75106.0	ENSGALG00000005031
Cluster-75108.2	ENSGALG00000008493
Cluster-7511.0	ENSGALG00000027614
Cluster-75112.0	ENSGALG00000027272
Cluster-75113.0	ENSGALG00000027712
Cluster-75115.0	ENSGALG00000009215
Cluster-75116.0	ENSGALG00000000621
Cluster-75118.0	ENSGALG00000002762
Cluster-75119.0	ENSGALG00000012232
Cluster-75121.0	ENSGALG00000017234
Cluster-75121.1	ENSGALG00000017234
Cluster-75123.0	ENSGALG00000004661
Cluster-75123.3	ENSGALG00000014770
Cluster-75124.0	ENSGALG00000008120
Cluster-75125.0	ENSGALG00000015322
Cluster-75127.0	ENSGALG00000016063
Cluster-75129.0	ENSGALG00000009381
Cluster-75130.0	ENSGALG00000014540
Cluster-75133.0	ENSGALG00000010159
Cluster-75134.0	ENSGALG00000014864
Cluster-75135.0	ENSGALG00000020879
Cluster-75137.0	ENSGALG00000012626
Cluster-75138.0	ENSGALG00000000296
Cluster-75139.0	ENSGALG00000007978
Cluster-75140.0	ENSGALG00000015428
Cluster-75141.0	ENSGALG00000001190
Cluster-75145.0	ENSGALG00000026438
Cluster-75146.0	ENSGALG00000015061
Cluster-75147.0	ENSGALG00000028499
Cluster-75150.0	ENSGALG00000008771
Cluster-75151.0	ENSGALG00000012796
Cluster-75154.0	ENSGALG00000003170
Cluster-75155.0	ENSGALG00000004025
Cluster-75156.0	ENSGALG00000010106
Cluster-75157.0	ENSGALG00000012919
Cluster-75158.0	ENSGALG00000009705
Cluster-75160.0	ENSGALG00000000830
Cluster-75161.0	ENSGALG00000017103
Cluster-75164.0	ENSGALG00000003355
Cluster-75165.0	ENSGALG00000010593
Cluster-75165.2	ENSGALG00000010593
Cluster-75166.0	ENSGALG00000012150
Cluster-75170.0	ENSGALG00000016727
Cluster-75172.0	ENSGALG00000009689
Cluster-75174.0	ENSGALG00000027725
Cluster-75175.0	ENSGALG00000013131
Cluster-75175.1	ENSGALG00000013131
Cluster-75177.0	ENSGALG00000004561
Cluster-75178.0	ENSGALG00000008827
Cluster-75182.0	ENSGALG00000010311
Cluster-75183.0	ENSGALG00000027416
Cluster-75184.0	ENSGALG00000004412
Cluster-75189.0	ENSGALG00000003557
Cluster-75190.0	ENSGALG00000004063
Cluster-75191.0	ENSGALG00000003722
Cluster-75193.0	ENSGALG00000016809
Cluster-75194.0	ENSGALG00000024487
Cluster-75195.0	ENSGALG00000009426
Cluster-75196.0	ENSGALG00000004693
Cluster-75203.0	ENSGALG00000011126
Cluster-75205.0	ENSGALG00000011180
Cluster-75206.0	ENSGALG00000014014
Cluster-75211.0	ENSGALG00000004386
Cluster-75214.0	ENSGALG00000010623
Cluster-75217.0	ENSGALG00000016955
Cluster-75220.0	ENSGALG00000002057
Cluster-75221.0	ENSGALG00000010646
Cluster-75222.0	ENSGALG00000026371
Cluster-75223.0	ENSGALG00000026958
Cluster-75224.0	ENSGALG00000005368
Cluster-75225.0	ENSGALG00000003568
Cluster-75225.1	ENSGALG00000003568
Cluster-75230.0	ENSGALG00000001058
Cluster-75233.0	ENSGALG00000027555
Cluster-75234.0	ENSGALG00000026648
Cluster-75235.0	ENSGALG00000006307
Cluster-75238.0	ENSGALG00000023188
Cluster-75239.0	ENSGALG00000012299
Cluster-75240.0	ENSGALG00000029066
Cluster-75242.0	ENSGALG00000016251
Cluster-75244.0	ENSGALG00000004338
Cluster-75245.0	ENSGALG00000002544
Cluster-75247.0	ENSGALG00000028679
Cluster-75248.0	ENSGALG00000028422
Cluster-75249.0	ENSGALG00000003078
Cluster-75250.0	ENSGALG00000027805
Cluster-75252.0	ENSGALG00000014419
Cluster-75256.0	ENSGALG00000014906
Cluster-75257.0	ENSGALG00000008120
Cluster-75261.0	ENSGALG00000015416
Cluster-75262.0	ENSGALG00000011371
Cluster-75263.0	ENSGALG00000003321
Cluster-75265.0	ENSGALG00000008026
Cluster-75267.0	ENSGALG00000008034
Cluster-75269.0	ENSGALG00000011098
Cluster-75271.0	ENSGALG00000006695
Cluster-75274.0	ENSGALG00000009947
Cluster-75274.1	ENSGALG00000009947
Cluster-75276.0	ENSGALG00000017208
Cluster-75279.0	ENSGALG00000012169
Cluster-75280.0	ENSGALG00000002098
Cluster-75283.1	ENSGALG00000000847
Cluster-75285.0	ENSGALG00000007619
Cluster-75286.0	ENSGALG00000028734
Cluster-75287.0	ENSGALG00000004290
Cluster-75290.0	ENSGALG00000011918
Cluster-75291.0	ENSGALG00000009454
Cluster-75295.0	ENSGALG00000005077
Cluster-75296.0	ENSGALG00000003901
Cluster-75297.1	ENSGALG00000017011
Cluster-75298.0	ENSGALG00000017307
Cluster-75299.0	ENSGALG00000005684
Cluster-75306.0	ENSGALG00000012321
Cluster-75309.0	ENSGALG00000013967
Cluster-75314.0	ENSGALG00000004091
Cluster-75315.0	ENSGALG00000003959
Cluster-75316.0	ENSGALG00000007149
Cluster-75317.0	ENSGALG00000013022
